Folder,Filename,Path,Description,Error
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_14_top.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_14_top.jpg,"a stone tunnel with a small stream running through it. The water is visible at the bottom of the tunnel, and the walls are made of stone.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_31_bottom.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_31_bottom.jpg,"a close up of a rock with a small hole in it. The rock is rough and uneven, with deep grooves and crevices. The hole is small and jagged, and is surrounded by a thin layer of sedimentary rock.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_27_top.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_27_top.jpg,"a person standing in the middle of a tunnel with icicles hanging from the ceiling. The person is wearing a blue and black outfit, and the walls of the tunnel are visible in the background.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_45_top.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_45_top.jpg,"a tunnel with water running through it, illuminated by a light at the end. The water is a deep blue color, and the walls of the tunnel are made of stone. The light is reflecting off the water, creating a shimmering effect.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_14_bottom.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_14_bottom.jpg,"a man walking down a sidewalk next to a stone wall, with a stick in his hand. He is wearing footwear, suggesting he is on his way somewhere.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_24_bottom.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_24_bottom.jpg,a cave with a small hole in the middle of it. The walls of the cave are made of rocks and there are a few objects scattered on the ground.,
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_23_bottom.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_23_bottom.jpg,"a brick wall with a small hole in the middle of it, surrounded by water.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_25_bottom.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_25_bottom.jpg,"a stone tunnel with a river running through it. The water is visible at the bottom of the image, and the walls of the tunnel are made of stone.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_20_top.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_20_top.jpg,"a close up of a brick wall with carvings on it. The wall is made of stone and has a rough texture. The carvations are visible on the surface of the wall, giving it a unique and interesting look.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_36_top.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_36_top.jpg,"a man in a yellow jacket standing in a tunnel, holding a stick in his hand. The tunnel appears to be a mineshaft, with a large rock at the end of the tunnel.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_11_top.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_11_top.jpg,"a stone wall with a small stream running through it, surrounded by stones at the bottom.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_28_bottom.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_28_bottom.jpg,"a brick wall with a small hole in it, and at the bottom of the image there is water. The wall appears to be a culvert, with a drainage system running through it.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_24_top.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_24_top.jpg,"a stone wall with a small hole in it, surrounded by water. The wall appears to be a culvert, with a drainage ditch running through it. The water is visible at the bottom of the image, and the wall is made of stone.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_29_top.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_29_top.jpg,"a man in a yellow jacket and hat standing in a tunnel, holding a stick in his hand. The tunnel appears to be a mineshaft, as evidenced by the water at the bottom of the image.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_50_bottom.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_50_bottom.jpg,"a brick wall with a small hole in it. The wall is made of bricks of various sizes and colors, and the hole is clearly visible in the center of the wall.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_11_bottom.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_11_bottom.jpg,"a brick wall with a light shining through it, and at the bottom of the image there are stones scattered on the ground.",
T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte,page_49_bottom.jpg,T04 Lebon Montgolfier/doubles_images_pages/split_images/image_sans_texte/page_49_bottom.jpg,"a small stream running through a stone wall, with water flowing over the rocks. The water is crystal clear and the rocks are jagged and uneven. The stream is surrounded by a lush green landscape, with trees and shrubs visible in the background.",
T08 HdV Dorian Libération/une_image_page/image_sans_texte,page_31.jpg,T08 HdV Dorian Libération/une_image_page/image_sans_texte/page_31.jpg,"a man standing on top of a set of steps next to a body of water, with a wall on the right side and a person's leg visible at the top. The water is flowing down the steps, creating a dam-like effect.",
T08 HdV Dorian Libération/une_image_page/image_sans_texte,page_10.jpg,T08 HdV Dorian Libération/une_image_page/image_sans_texte/page_10.jpg,"a close up of a stone wall with a small hole in it, which appears to be a clinker. The wall is made of a light-colored stone and has a rough, uneven surface. The hole in the wall is slightly larger than the rest of the wall and is surrounded by a series of small, jagged edges.",
T08 HdV Dorian Libération/une_image_page/image_sans_texte,page_11.jpg,T08 HdV Dorian Libération/une_image_page/image_sans_texte/page_11.jpg,a stone wall with a hole in it and a pipe running through it. The wall is made of rocks and there are a few objects scattered around the hole.,
T08 HdV Dorian Libération/une_image_page/image_sans_texte,page_17.jpg,T08 HdV Dorian Libération/une_image_page/image_sans_texte/page_17.jpg,"a close up of a brick wall with a lot of dirt on it, and in the center of the image there is an object that appears to be a mortar.",
T08 HdV Dorian Libération/une_image_page/image_sans_texte,page_12.jpg,T08 HdV Dorian Libération/une_image_page/image_sans_texte/page_12.jpg,"a man wearing a helmet and gloves, holding something in his hand, standing in a cave with a rock wall in the background.",
T08 HdV Dorian Libération/une_image_page/image_sans_texte,page_54.jpg,T08 HdV Dorian Libération/une_image_page/image_sans_texte/page_54.jpg,"a large metal pipe in the middle of a tunnel, with a wall in the background. The pipe appears to be a drainage system, with several pipes running along the length of the tunnel.",
T08 HdV Dorian Libération/une_image_page/image_sans_texte,page_8.jpg,T08 HdV Dorian Libération/une_image_page/image_sans_texte/page_8.jpg,"an old brick building with a small hole in the middle of it, surrounded by pipes and other objects. At the bottom of the image, there is text.",
T08 HdV Dorian Libération/une_image_page/image_sans_texte,page_9.jpg,T08 HdV Dorian Libération/une_image_page/image_sans_texte/page_9.jpg,"a close up of a brick wall with a lot of dirt on it. The wall is made up of various shades of brown and grey bricks, and the dirt is scattered across the surface.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_44_bottom.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_44_bottom.jpg,"an old photo of a tunnel with a light at the end of it. The walls of the tunnel are visible, and there is text at the bottom of the image.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_19_bottom.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_19_bottom.jpg,"a man standing in the middle of a dark tunnel, with clothes hanging from a pole on the right side.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_30_top.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_30_top.jpg,"a small waterfall cascading down a stone wall in a dark room, with a wooden bench on the right side. The water is flowing over the rocks, creating a peaceful atmosphere.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_15_top.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_15_top.jpg,a brick wall with a hole in it. The wall is made of bricks and the hole is clearly visible.,
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_16_top.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_16_top.jpg,"a brick wall with a light at the end of it, creating a tunnel-like structure. The bricks are arranged in a pattern, and the light from the end casts a warm glow on the wall, illuminating the area around it.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_47_top.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_47_top.jpg,"a close up of a wall with a light shining through it, illuminating the grotto. The wall is made of a light-colored material, and the light is casting a warm glow on the wall, creating a cozy atmosphere.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_33_bottom.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_33_bottom.jpg,"a close up of a concrete wall with a small hole in it, which appears to be a culvert. The wall is made of concrete and has a rough, uneven surface. The hole in the wall is small and jagged, and is surrounded by a thin, white line.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_48_bottom.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_48_bottom.jpg,"a dark tunnel with a light at the end of it, illuminated by a few objects hanging from the ceiling. The water is visible at the bottom of the tunnel, creating a mysterious atmosphere.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_13_bottom.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_13_bottom.jpg,"a man wearing a helmet and carrying a bag, standing in a room with a brick wall. He is holding something in his hand, and there are various objects scattered around the room.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_25_top.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_25_top.jpg,"a man wearing a helmet and carrying a bag and holding a stick while standing in a flooded tunnel. The water is visible at the bottom of the image, and there is a wall on the right side.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_53_bottom.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_53_bottom.jpg,"a stone wall with a small hole in it, which appears to be a drainage ditch. The wall is made of stone and is covered in dirt and grime, indicating that it has been exposed to the elements for some time. The hole in the wall is likely caused by a drainage system, as evidenced by the dirt and debris scattered around it.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_45_bottom.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_45_bottom.jpg,"a close up of a rock wall with a crack running through it. The wall is made up of various shades of grey and brown, and the crack is jagged and uneven.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_7_top.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_7_top.jpg,"a brick wall with a tunnel in the middle of it, surrounded by water. On the left side of the image, there are a few objects hanging on the wall.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_32_top.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_32_top.jpg,"a stone bench sitting in the middle of a river, surrounded by rocks. The water is flowing around the bench, creating a peaceful atmosphere.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_34_bottom.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_34_bottom.jpg,"a crawlspace with a wall in the background and a ceiling with a lot of dirt on it. The wall is covered in a thick layer of dirt, and the ceiling is visible at the top of the image.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_41_top.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_41_top.jpg,"an old photo of a tunnel with water running through it. The walls of the tunnel are made of stone and there is a pipe running along the side. The water is still and clear, reflecting the light from the tunnel.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_27_bottom.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_27_bottom.jpg,"a close up of a brick wall with a small hole in it. The wall is made up of various shades of grey and brown bricks, and the hole is clearly visible.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_19_top.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_19_top.jpg,"a large pile of trash in the middle of a flooded basement, with a wall on the right side and water at the bottom.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_46_bottom.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_46_bottom.jpg,"a tunnel with a small stream running through it, illuminated by a light at the end. The walls of the tunnel are made of stone and the water is crystal clear, reflecting the light from the stream.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_18_bottom.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_18_bottom.jpg,"a man standing in a room with a bunch of wires hanging from the ceiling. He is wearing a bag and a cap, and there are various objects scattered around him.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_28_top.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_28_top.jpg,"a man in a blue shirt and green pants standing in a cave, holding a stick in his hand. He is surrounded by water and rocks, and there is a wall on the right side of the image.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_48_top.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_48_top.jpg,"a close up of a rock wall with a light shining through it, revealing a crevice in the surface.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_23_top.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_23_top.jpg,"a man standing in a tunnel with a large metal object in his hand. He is wearing a helmet, gloves, and a bag, and there are various objects scattered around him.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_49_top.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_49_top.jpg,"a stone stairway in a dark tunnel with water running down it. The water is visible on the left side of the image, and the stairs are made of stone.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_42_bottom.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_42_bottom.jpg,"an old stone tunnel with a small window in the middle of it. The walls of the tunnel are made of stone and the window is made of wood. The light from the window casts a warm glow on the tunnel, illuminating the area around it.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_15_bottom.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_15_bottom.jpg,"a brick wall with a man standing in the middle of it. The wall is made of bricks and has a textured surface. The man is wearing a long coat and a hat, and he is looking up at the wall with admiration.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_53_top.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_53_top.jpg,"a man standing in the middle of a dark tunnel, wearing a helmet and holding a stick. The walls of the tunnel are made of brick and there are pipes running along the sides.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_52_bottom.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_52_bottom.jpg,"an old brick wall with a metal object attached to it, which appears to be a coffer. The object is made of metal and has a rustic, aged look to it. It is suspended from the ceiling, giving the impression that it is suspended in the air.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_32_bottom.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_32_bottom.jpg,"a stone wall with a bench in the middle of it, surrounded by water. The bench is situated in the center of the wall, with the water flowing around it.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_40_bottom.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_40_bottom.jpg,"a man in a blue jacket and green pants standing in a tunnel, holding a stick in one hand and a yellow object in the other. The walls of the tunnel are visible in the background.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_47_bottom.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_47_bottom.jpg,"a stairway in a cave with a light at the end of it. The walls of the cave are visible, and the light is illuminating the stairway, giving it a warm and inviting atmosphere.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_51_top.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_51_top.jpg,"an old photo of a cave with a large rock formation in the middle of it. The rock formation appears to be a mineshaft, with a long, narrow opening at the top. The walls of the cave are made of stone and the floor is covered in dirt and grime. The light from the window casts a warm glow on the scene, highlighting the intricate details of the structure.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_40_top.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_40_top.jpg,"a man standing in a tunnel next to a river, wearing a helmet and carrying a bag. The walls of the tunnel are visible in the background.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_16_bottom.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_16_bottom.jpg,"a close up of a brick wall with white mold growing on it. The mold is visible on the surface of the bricks, giving the wall a textured look.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_33_top.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_33_top.jpg,"a close up of a stone wall with a stick sticking out of it. The wall is made up of various shades of grey and brown stones, and the stick is a light brown color.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_30_bottom.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_30_bottom.jpg,"a man in a blue jacket and green pants walking through a flooded tunnel, holding an object in his hand. On the right side of the image there is a wall, and in the background there is water.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_43_top.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_43_top.jpg,"an old pipe hanging from the ceiling of a building, with a wall in the background. The pipe appears to be made of metal and is connected to the wall with a metal rod.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_50_top.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_50_top.jpg,"a brick wall with a crack running through it. The wall is made of bricks of various sizes and colors, and the crack is jagged and uneven.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_44_top.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_44_top.jpg,"a man standing in the middle of a stone tunnel, wearing a blue and green dress. The walls of the tunnel are made of stone and there is water at the bottom.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_18_top.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_18_top.jpg,"a man standing in a flooded basement, holding a stick in his hand. He is surrounded by water and there is a wall on the right side of the image.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_20_bottom.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_20_bottom.jpg,"a man in a hard hat and overalls standing in a cave, holding an object in his hand. Water is visible at the bottom of the image, and there is a wall in the background.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_43_bottom.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_43_bottom.jpg,"a close up of a rock wall with a small stream running through it. The water is crystal clear and the rocks are jagged and uneven. The stream is winding its way up the wall, creating a peaceful and tranquil atmosphere.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_29_bottom.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_29_bottom.jpg,"a man standing in the middle of a flooded tunnel, surrounded by water. On the left side of the image, there is a stick, and on the right side, there are a few objects visible.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_52_top.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_52_top.jpg,"a black and white photo of a cave with a lot of water coming out of it, revealing a wooden ceiling with a few objects attached to it.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_7_bottom.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_7_bottom.jpg,"a room filled with lots of trash and water, with a wall in the background and various objects scattered around. At the bottom of the image, there is text.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_6_bottom.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_6_bottom.jpg,"a man standing in the middle of a tunnel, wearing a helmet and surrounded by water. On the left side of the image, there are various objects hanging on the wall.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_13_top.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_13_top.jpg,"an old photo of a room with a brick wall and a ceiling. On the right side of the image, there are various objects scattered around the room.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_34_top.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_34_top.jpg,"a dark room with a light at the end of it, illuminating the walls and ceiling.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_46_top.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_46_top.jpg,"a stone wall with a small stream running through it, and the water is visible at the bottom.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_39_bottom.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_39_bottom.jpg,"a man standing in the middle of a tunnel, wearing a cap and surrounded by water.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_14_top.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_14_top.jpg,"a man standing on top of a rock in the water, wearing a bag and gloves. On the right side of the image there is a wall, and the water is visible at the bottom.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_27_top.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_27_top.jpg,"a dark tunnel with a brick wall and water at the bottom. The walls are covered in graffiti, giving the tunnel a unique and eerie atmosphere.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_45_top.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_45_top.jpg,"a man in a blue jacket and green pants standing in a tunnel, holding an object in his hand. The walls of the tunnel are visible on the left side of the image.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_14_bottom.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_14_bottom.jpg,"a large pile of trash in the middle of a flooded basement, with a wall on the right side and water at the bottom.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_41_bottom.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_41_bottom.jpg,"a tunnel with a small stream running through it, illuminated by a light at the end. The water is flowing through the tunnel, creating a peaceful atmosphere.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_51_bottom.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_51_bottom.jpg,"an old photo of a tunnel with a light at the end of it. The walls of the tunnel are visible, and there are a few objects hanging from the ceiling. At the bottom of the image, there is some text.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_24_bottom.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_24_bottom.jpg,"a large hole in the ground with water coming out of it, surrounded by a wall. At the bottom of the image, there is text.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_23_bottom.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_23_bottom.jpg,"a stone wall with a small stream running through it, and water cascading down the wall.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_25_bottom.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_25_bottom.jpg,"a man standing in the middle of a tunnel, illuminated by a light at the end. He is wearing a white shirt and blue jeans, and has a backpack slung over one shoulder. The walls of the tunnel are made of stone and the floor is covered in dirt and debris.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_20_top.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_20_top.jpg,"a man standing in a dark tunnel with clothes hanging from the ceiling. On the right side of the image, there is a wall with various objects hanging from it.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_39_top.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_39_top.jpg,"an old photo of a room with a brick wall and a door, as well as a few steps leading up to it. The walls are made of stone and the floor is covered in dirt and grime. The door is slightly ajar, giving a glimpse of the outside world.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_6_top.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_6_top.jpg,In this image we can see a wall. On the wall there are some objects. At the bottom of the image there is floor.,
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_28_bottom.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_28_bottom.jpg,"an old photo of a tunnel with a lot of water on the ground. On the right side of the image, there is an object that appears to be a bomb shelter. The walls of the tunnel are made of stone and the floor is covered in mud.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_42_top.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_42_top.jpg,"a tunnel with a large pipe in the middle of it, surrounded by rocks and water. At the bottom of the image, there is some text.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_24_top.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_24_top.jpg,"a man standing in the middle of a river with a stick in his hand, surrounded by stones and a wall. The water is flowing around him, creating a peaceful atmosphere.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_29_top.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_29_top.jpg,"a man wearing a helmet and gloves, holding a stick, standing in a tunnel with water at the bottom.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_50_bottom.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_50_bottom.jpg,"a stone wall with a small window in the middle of it, surrounded by water. At the bottom of the image, there is text.",
T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte,page_49_bottom.jpg,T08 HdV Dorian Libération/doubles_images_pages/split_images/image_sans_texte/page_49_bottom.jpg,"a close up of a stone wall with a white background. The wall is made up of various shades of grey and brown stones, arranged in a pattern that creates a unique texture. The stones are of varying sizes and shapes, with some being larger than others. The texture of the wall is rough and uneven, giving it a rustic and aged look.",
T12 Novembre A France/une_image_page/image_sans_texte,page_56.jpg,T12 Novembre A France/une_image_page/image_sans_texte/page_56.jpg,"a black and white photo of a stone building with windows, plants, and a sky in the background. At the bottom of the image there is text.",
T12 Novembre A France/une_image_page/image_sans_texte,page_38.jpg,T12 Novembre A France/une_image_page/image_sans_texte/page_38.jpg,"a man wearing a blue jacket, green pants, and a white cap standing next to a large pipe in a tunnel. He is holding an object in his hand.",
T12 Novembre A France/une_image_page/image_sans_texte,page_37.jpg,T12 Novembre A France/une_image_page/image_sans_texte/page_37.jpg,"a concrete wall with a hole in it and a pipe running through it. The wall appears to be in the process of being repaired, as evidenced by the tools and materials scattered around it.",
